date,score,content
2024-07-01 00:37:16,4,"통장 거래내역조회로 들어가면 기존에 메모 달아놓은게 안보이네요. 메모도 입력할수 없고. 알림에 들어가야 메모를 달고 볼수도있던데 비효율적인듯 합니다. 거래내역에서 한번에 보여줘야지, 메모보려고 따로 이동을 해야하는게 아주 불편합니다."
2024-07-25 09:42:39,3,"아쉬운점이 있어 별 빼요ㅜ 전에는 통장사본 이미지로 저장 가능했는데, 슈퍼쏠은 없어요ㅠ 한참 찾다가 네이버에 검색해보니 전 어플 ""신한 쏠""?에는 있다고해서 다시 설치하고 통장사본 저장했어요...ㅜ 전에 이거 있어서 필요시에 바로바로 저장해 사용했는데, 슈퍼쏠엔 그 기능이 없어서 아쉽네요..."
2024-06-28 02:00:36,4,잘 쓰고 있습니다. 예전보다 버버벅 거리는건 좋아 졌지만 카드사용알림이 오다가 안와서 설정가서 다시 해 놓아야 하는 경우가 몇번 있습니다. 그 외에는 잘 사용 중인데 기존 신한카드앱과 새로 설치한 신한슈퍼sol.. 저는 카드회원이라 카드앱을 더 많이 쓰지만 가끔 sol앱에서 확인도 해야 하고 좀 복잡하네요. ㅠㅜ
2024-08-03 16:55:04,2,"카드서비스-이용금액 선결제 항목에 이용건별선결제 등의 다양한 사항도 추가해 주시기 바랍니다. 또한 계좌이체 예약도 추가해 주시고요. 슈퍼솔 앱으로 통합한다고 해놓고 기존 각각의 어플에서 사용하던 모든 서비스가 통합된 것이 아니어서 기존의 신한은행 앱, 신한카드 앱도 다 사용하고 있어 너무 불편하고 짜증납니다."
2024-07-06 01:50:33,1,최악의 앱. 할인 쿠폰 사용땜에 깔았는데 이후 사용하는데도 어플 자체 렉도 너무 많고 카드사용해서 결제할때마다 결제승인 알림이랑 계좌출금알림이 동시에 두번씩 알림이 와서 알림 해제하려고 어플 내에서 설정하려는데 계속 무한로딩->강제종료or서비스지연으로 홈화면으로 강제 돌려보내기 다섯번째 당하고 답답해서 삭제합니다.
2024-07-03 00:13:28,1,어플 통합했다고 설치하라더니 카드관리 메뉴는 신한 솔 페이로 어플 이동해야 가능함. 하지만 안 되죠? 정작 솔 페이는 화면에 메뉴가 눌리지 않음. 이게 뭔.. 통합을 하려면 제대로 하던가 어플로 카드 관리가 불가능함.
2024-10-04 05:02:04,1,최근 업데이트 되었는지 잘 사용하고 있었다고 한달전쯤부터 인가 계속 이용등록하라고 해서 동의했는데도 이미 멤버쉽 가입자라는 메세지만 뜨고 다음 화면으로 가지 않습니다 앱에 문제가 있는지 압 삭제하고 다시 설치했으나 첫째날에는 이상없이 사용하다가 다음날 되면 또 동일한문제가 발생하고 있습니다 원인이 뭔지 파악해서 개선되었음 합니다
2024-09-05 05:42:15,1,개썩었어요. 슈퍼솔로 바뀌기 한참 전부터 계속 썼었는데 기존에는 입출금 알림이랑 잔액 확인하기 굉장히 편했는데 업데이트하고 나니까 상단바 입출금 알림에 잔액도 더이상 안떠서 잔액 확인하려면 또 이 왕창 무거워진 앱을 굳이굳이 들어가봐야하고 진짜 비효율적이네요. 일부러 입출금 알림만 가볍게 확인하려고 냅둔거였는데 어떻게 업데이트를 하면 할 수록 더 썩어지는지... 쓰잘데기 없이 무겁기 그지없는 앱만 여러 개 늘어나고 있어서 진짜 개별로입니다. 용량 낭비 미쳤네요. 이거 직원들 테스트 해보고 업데이트 하는 건가요? 전혀 아닌 것 같은데.
2024-06-04 06:38:00,5,기존 어플은 단순히 알림 기록용이었습니다. 그러나 기능이 향상된 새 어플은 신한 그룹의 모든 일을 한 번에 처리할 수 있게 되서 편합니다. 정말 이름 답게 '슈퍼앱'입니다. 아직 새 어플로 개선하지 않은 기존 이용자라면 이 어플은 써 볼 만한 가치가 있다는 것을 말씀드립니다. 저는 어플을 잘 쓰고 있습니다.
2023-12-31 15:53:41,3,"1. ~ 제공 화면으로 이동중입니다. 라고 출력되는 화면이 생각보다 많이 거슬림. 특히 뒤로가기 -> 다른메뉴 접근 하는 상황에서 반복적으로 보이는데, 나는 그냥 그 메뉴를 빠르게 접근하고 싶은거지 어디서 가져오는지 알 바가 아님.. 2. '카드 다음 달 결제예정 상세내용' 화면에서 이상하게 행간이 다른 화면들과 비교해 많이 넓게 느껴짐 3. 신한카드 앱에서는 결제예정금액을 보는 화면에서 선결제를 위한 버튼이 바로 보이는 반면 슈퍼쏠에서는 스크롤을 내려서 신한카드 서비스 메뉴로부터 접근해야 함. // 앱을 하나로 줄일 수 있다는 메리트는 존재하나 여러 앱을 기워놓느라 부작용도 만만치 않음. 토스와 같이 정보를 착착 제공하는 느낌도, 접근성도 이 앱에서는 찾아보기 어려움. 어차피 이 앱 내에서도 서비스별 도메인 분리가 뚜렷한데 굳이 여러 대신해 이 앱을 설치하면 원하는 메뉴에 접근하기 위한 단계만 추가되지 메리트는 아직 없어보임"
2024-02-16 02:22:26,1,어제 업데이트 이후 백그라운드에서 앱충돌이 지속되고 있습니다. 체크부탁드립니다. 통화시에 강제종료 팝업이뜨는걸로봐서 T전화앱과의 충돌 같습니다. 슈퍼SOL 앱의 전화권한을 해제하면 충돌없습니다. 참고하세요. 근데 전화권한은 왜 필요한거죠? 고객센터 연결때문인가요? 추가 아파트관리비 자동이체 변경처리를 하려다가 결국 메뉴를 못찾고 노트북을 꺼내게 되네요. 통합어플이 맞나요? 전화앱과 충돌있다는 얘기드린지 일주일이 지났습니다. 패치는 없는건가요? 통합어플로써의 기능을 수행하지 못한다면 통합어플이라는 타이틀을 내려놔야하지 않을까 싶습니다. 다시 pay어플을 깔수밖에 없네요. 슈퍼SOL어플의 존재이유가 뭔가요?
2024-01-14 04:24:19,1,"[결론부터 말하자면 작년보다 별로] 주로 혜택/이벤트 콘텐츠 사용 유저입니다. 계속 불편해서 무엇이 문제인지 뜯어봤습니다. (이슈) 예를 들어, 만보기 콘텐츠를 보겠습니다. 통합앱 슈퍼sol이 생겨 sol뱅크 앱을 지웠는데 만보걷기는 Sol뱅크로 등록해서 해당앱에서만 가능하다며 재설치하게 했습니다. 그래서 재설치했더니 거기서 다시 슈퍼sol앱 이동이 최종 도달입니다. 그럴거면 뭐하러 피곤하게 테스크를 복잡하게 만들고 뭐하러 통합앱을 만드는건지..시간 낭비하신것 같아 마음이 아픕니다. 특히나 주말에 오류, 버그가 많이 발생함에도 해당 이슈에 대한 리포트도 하기 어려운 점도 있습니다. (불안요소) 이를 통해 작년 대비 감소한 혜택, 복잡한 서비스 도달, 고객입장에서 자주 접할 콘텐츠를 감추거나 하단배치하는 비협조적 UI와 순서 등이 유저 입장에서 이탈할 위협 요소로 충분히 보이는 기획, 개발, 디자인의 총체적 난국이 돋보입니다."
2024-06-19 18:46:19,1,"긴급 무더운 여름, 발열 최악 앱. 안 그래도 더워 죽겠는데 폰 사용시 뜨거운 폰에 열 더 받게 만드는 신한 슈퍼SOL. 정말 발열 슈퍼다, 슈퍼. CPU 사용 최다인 앱. 설치해 본 앱 중 이렇게 쓸데없이 폰 성능 저하 시키는 앱은 없었다. 특히 조심해야 할게 백그라운드 데이터허용을 차단해야 함. 이유는 짐작 하시겠지만 전화 통화시 잠금기능 보호모드 같은걸 작동 시키질 않나 괜시리 도청 당할 것 같은 두려움. 은행 앱이라고 보안이란게 이건 그래도 아니지!"
2024-05-27 05:29:55,2,통합앱이라고해서 이거 하나만 사용하면 기존여러개의 쏠에서 사용하던걸 앱하나에서 다 사용하려 깔았는데 만보기는 기존쏠뱅크앱에서만 사용되고 카드는 결제기능이 없는듯 하네요. 핸드폰에 신한쏠이 너무 많아 정리하고싶은데 개선해 주세요.수퍼쏠에서도 모든게 가능하도록.
2024-07-07 08:47:27,1,"이거 저번에 리뷰 남겼던 것 같은데.. 자산 연결 안하면 접속할 때마다 ID/PW 입력하게 만들어 놓음. 따른 카드/은행들은 자산 연결하면 포인트도 주고 하는데, 신한만 연결 안하면 불편하게 만들어서 연결 유도함. 진짜 나쁜 회사임. 그래서 슈퍼SOL 나오고 신한카드 안씀. 메인카드였는데 조만간 탈회 예정."
2023-12-22 02:33:37,1,"핸드폰은 6개월전에 교체하고 신한솔 어플 기기 인증 후 현재도 잘 사용하고 있었습니다. 오늘 권유를 받아서 신한 슈퍼 SOL 어플 설치를 진행했고요. 최종 가입까지(인증서 발급, 패턴) 완료 후 기기 어쩌꾸 뜨더니 종료되고 다시 최초 시작 상태로 돌아갔습니다. 서버에서 예전 기기정보로 체크하나봅니다. 암튼 문자로 카톡으로 가입 및 인증서 발급까지 되었다고 왔지만.. 그래도 버그 리포트를 위해 상담사 연결해서 버그 상황은 공유드렸습니다. 당장 필요한건 아니라서 지웠습니다. 나중에 문제 해결되면 다시 설치하겠습니다~"
2024-05-03 01:03:09,1,"그룹의 핵심 서비스들만 모았지만 기능을 다 제공하지는 않는다는 아래 답변보고 지웠습니다. 핵심 서비스를 모으려면 해당 서비스들 기능은 온전히 모아야지요.. 뱅킹에 그룹이체도 빼고, 대출 에는 그룹 이익만 되는 이자 내기버튼만 나와 있고 원금 상환 버튼은 그보다 3depth나 더 들어가애 나오네요?ㅋㅋㅋ 이도저도 안되는 상태로 모아놓으면 그냥 내부 실적내기용 보여주기식 앱일뿐이라 생각됩니다. 신한은 쓰면 쓸수록 앱도 많아, 이름도 비직관 적(sol, play)이야.. 실망이 큽니다."
2023-12-23 12:45:00,2,"1. 패턴 로그인 시 파란색으로 입력되는 패턴이 보이지 않도록 설정하는 기능이 있으면 좋을 것 같음. ‎ ‎패턴 입력 후 로그인 로딩되는 동안 패턴이 화면에 그대로 노출되어 보안에 취약함. ‎ ‎ex. 삼성 안드로이드 보안잠금 기능 중 '입력한 패턴 보이기' 기능‎ 2. 알림음 설정 > 시스템 알림음 으로 설정했으나 효과음#1로 고정되어 있음. ‎ 3. 이전 신한 솔 어플 알림처럼 출금은 파란색, 입금은 빨간색으로 표시되어 시인성 향상되면 좋을 것 같음."
2024-05-15 17:38:01,1,앱 리뷰에 별 1개 처음 달아봅니다. 통합앱이라고 광고도 많이 하고 추천에도 계속 떠 기존앱에서 바꿨는데 '자주 사용하는 기능만 한 군데 모으려 했으나 중요한 기능은 없고 자잘한 기능만 모아 새로 만든 어플' 같은 느낌입니다. 페이를 비롯하여 기존앱에서 사용하는게 더 편하거나 기존앱에는 있지만 통합버전에는 없는 기능도 더러있어 결국 기존앱을 다시 사용하게 되었습니다. 기존 UI에서 기능이 불편해지고 빠진거면 통합앱이라는 취지에 맞지 않는거 아닐까요...? 처음에는 제가 사용을 잘 못해 그런건 줄 알았는데 다른 분들도 비슷한 댓글과 그 댓글에 공감이 많은걸로 봐선 어느 정도 어플이 개선되어야 하지 않나 하는 생각이 듭니다.
2023-12-26 10:40:36,1,처음 실행해서 등록하는 도중에 막혀요. 지문등록하는 창에서 진행 중이라면서 멈추고 팝업 뜬거 버튼 아무것도 안 눌립니다. 어머니 폰으로도 같이 하는데 같은 데서 막혀요. 기다려도 진행은 되지 않습니다. 릴리즈하기 전에 이런 문제점을 좀 가다듬었으면 좋았을텐데 사람 짜증나게 만들어줘서 유감스럽습니다.
2023-12-21 02:06:06,1,슈퍼쏠 로그인이 안됩니다. 로그인을 위해 신한 인증서를 선택하면 신한은행에 로그인되고 진행이 안됩니다. 수 차례 반복해도 같은 증상이고 ai챗봇은 미안하다는 답변만 있고 상담사 연결은 6~7분이 지나도 안됩니다. 테스트가 부족하게 출시한 느낌입니다. 전화기는 lg g820n Os 버전은 안드로이드 12 입니다.
2023-12-28 13:47:36,3,1. 슈퍼솔 있으면 나머지 신한앱들은 다 지워도 되면 좋겠어요. 신한앱만 4개째인데 기능들이 겹치는데 통합앱만 사용하자니 기능들이 많이 생략돼 있어요. 전용앱이 나은 것 같아요. 차이점이 궁금하네요. 다 통합하고 나머지는 종료해버리면 좋겠네요. 2. 주식거래도 일반 신한은행지점에서 가능해지나요? 은행 지점도 브랜드 통합이 이뤄지면 좋겠어요. 각각 찾아다니기 불편해서요!
2024-01-06 04:01:33,2,"슈퍼솔 앱의 알림음 설정에 들어가면 '신한슈퍼SOL 앱을 업데이트해주세요'라고 하고 해당 설정에 들어가지가 않아서 나만 그런가 해서 가족 폰의 같은 앱에 들어가봤는데 똑같은 메시지가 뜹니다. 이미 설치한 상태에서 저런 메시지가 나오니 황당합니다. 신한은행이나 신한카드 앱에는 알림음 설정이 없던데 알림음 소리 설정을 슈퍼솔에만 해놔서 답답하네요. 소리 좀 바꿀 수 있게 해주시고요. 전에 알림 앱에서 입출금 알림을 '재발송' 설정으로 해놨었는데요. 앞서 서술한 설정에 재발송 설정 체크가 있는 것 같은데 이 설정 해제하고 싶습니다. 입출금 알림이 오고 10분 후에 재발송이 와서 또 입출금이 되었나 하는 착각이 들기도 해서 이제 불편합니다. '패턴'으로 로그인할 때, 패턴 그리기 시에 패턴 선이 보이지 않도록 패턴 설정을 추가해주세요. 그리고 추후에 은행, 알림 앱을 통합해주세요. 가능하면 카드 앱도 통합해주시면 더 좋겠고요. 각 앱의 메뉴와 기능이 중복돼서 사용하기 번거롭습니다."
2024-03-04 14:56:47,1,2달 정도 사용했는데 크게 불편하다고 생각했던 점 두가지만 적습니다. 하나는 통합앱이라고 광고하면서 여전히 일부기능은 기존 신한은행이나 신한카드앱에서만 실행가능하다는 것이고 또 한가지는 기기변경없이 핸드폰 하나만 사용하고 있는데 간혹 등록되지 않은 기기라면서 회원인증 및 otp발행 같은 걸 다시 해야 하는 점입니다. 특히 두번째는 오류라면 수정부탁드립니다.
2024-01-28 03:33:45,3,기존에 산재되어있던 은행/카드/보험/증권 등등을 하나의 앱으로 통합하겠다는 취지는 정말 좋습니다. 그런데 여전히 pc인증서비스 등을 이용하는 경우 개별앱을 요구하는 경우가 많고 또 개별앱에서만 가능한 기능이 있는가 하면 기능이 있어도 어딨는지 찾는것이 너무 어려워 결국 개별앱을 깔게됩니다. 계속 개선하다보면 좋아질거라 믿습니다 화이팅
2024-02-05 09:37:33,1,뭘 하려는 앱인지 잘 모르겠습니다. 이름이나 아이콘이 기존과 비슷해서 sol알리미보다 이름이 직관적이지도 못합니다. 처음 깔 때 알림을 2번 안 보내는 그런 문구를 본거같은데 여전히 특정 거래는 알림이 2번 오더군요. 또 알림바에 잔액이 표시되지도 않구요. 앱을 깔기 전보다 알림 오는게 버벅이고 한참있다가 올 때가 있더라구요. 한동안 어떻게되나 보다가 sol알리미처럼 다시 지울거같네요.
2024-01-29 13:02:27,1,"1. 각 서비스로 이동하면서 ""신한은행 제공화면으로 이동중입니다."" 화면 너무 거슬립니다. 개발적인 측면에서 왜 그런 화면과 구조인지 이해는 가지만요. 동작 구조상 바꿀수 없다면 단순 인디케이터 같은거로 바꾸었으면 좋겠습니다. 안내 문구화면이 거슬리고 징그럽습니다. 2. SOL 앱에서 잘 쓰던 머니버스 기능이 사라져서, 그냥 SOL 앱 씁니다. 3. 신한카드 인터넷 결제할때 QR코드 촬영기능이 사라졌습니다. 마찬가지로 그냥 play앱 쓰고 있습니다. 이 글을 보시는 CS담당자님께서도 고생 많으시겠지만 제가 말씀드린 부분 꼭 반영되었으면 좋겠습니다. 감사합니다."
2024-01-16 10:35:47,1,업데이트를 하면 더 편하게 사용이 가능해야되는데 갈수록 불편하고 있던 기능도 없애는 다운그레이드를 하는 것 같네요. 경차유류세 잔여 한도는 대체 어디서 확인하는겁니까? 업데이트 전에는 알림으로 잘만 오더니만 지금은 알림도 안오고 검색을 해도 해당 항목이 안보여요. 왜 굳이 불편하게 다운그레이드를 하는지 모르겠어요. 잘 쓰던 기능이 사라지니 매우 불편합니다.
2024-01-01 08:12:50,1,"어머니께서 폰에서는 신한 알리만 사용하시는데 이건 뭐 -- 그나마 입출금.카드사용 거래내역 간단하게 확인하던 기본기능 바로 사용못하게 하고, 불필요한 신한인증서 발급받아야만 하고, 자동업데이트 되어 되돌릴수도 없고, 고객편의가 아닌 신한인증서 발급 실적 챙기고, 업체 광고 많이하기위한 목적인지-- 관련 기획자나 결재권자 모두 관련 기본기능 중심으로 직접 사용해본적 없는것 같네요. 그냥 70넘으신 어머니도 몇번 연습으로도 사용하기편한 토스 사용하시라 했어요. 업데이트 될때마다 신한을 점점 떠나가게 만들면 안되지않나요!!"
2024-01-10 02:59:15,1,"아직 제대로 준비가 안 된 느낌이네요. 1. 카드별혜택 이용내역 확인 불가! 카카오카드 쓰는 사람은 몇 번 사용했나 확인해야하는데 기존앱에서는 가능하지만 슈퍼에서는 확인 불가능해서 이 문제때문에 슈퍼앱 이용할 의사 없음. 2. 추천인 입력 앱 깔면서 깜박하고 입력을 안 했는데 이후에 입력할 수 있게 해 주세요. 3. 앱 관련 문의, 건의하기가 전화밖에 안되나요? 고객센터 누르니 전화번호만 있고 1:1 질의응답은 없네요. 통합으로 할거면 모든 기능이 다 되어야 기존에 사용하던 여러 앱들을 지울 수 있지 않겠어요? 그게 아니면 지금도 보험, 카드 등 여러개 깔렸는데 또 다운받을 이유가 없어요."
2024-02-25 05:03:44,2,앱이 너무 무겁고 에러가 많이 납니다. 은행 이체 할 때 추가인증하라고 해서 ars 추가 인증하면 앱이 꺼지는 오류 발생하고 다음 페이지로 넘어가지 않습니다. 이틀동안 동일문제 7번 발샐했습니다. 신한솔로 하니까 신한솔은 오류없이 다음 페이지로 넘어가 지네요. 게다가 신한솔과 달리 고객센터 전화번호만 있고 스크린샷 첨부해서 올리는 고객셈터 창구가 없어서 매우 불편합니다.
2024-01-26 00:33:42,3,계좌에 기록되는 입금출금 기록들의 목록을 하나하나 눌러 세세한 정보를 그냥 쏠에선 볼수있었는데 슈퍼쏠에선 볼수가 없음. 또 그 기록들마다 이게 어떤 돈인건지를 내가 메모할수있는 기능이 있었는데 슈퍼쏠에선 안됨. 이체로 나간 돈의 명목이 그냥 전자기 명령인 숫자로 적혀있을경우 이걸 왜 나간건지 내가 알아내서 적어놔야하는데 아무것도 못함. 오히려 불편해졌음.
2024-04-03 23:44:14,1,슈퍼sol 설치하고 너무불편해요. 전에는 스마트폰과 태블릿에 설치하고 집에서는 화면 큰 태블릿으로 사용했는데 뭐좀 보다보면 슈퍼쏠로 넘어가고 탭에선 로그인이 안되고... 폰은 작아서 잘안보이고 탭은 로그인이 안되고..갑자기 카오스의 세계에서 길을 잃은 느낌입니다. 복잡하고 나를 무시하는 커다란 app앞에서 한없이 좌절하고 소외되는 느낌입니다.
2024-01-22 06:36:14,1,"신한 어플 인간적으로 너무 많아요. 기본만 4개인데 그마저도 서비스 하나 찾으려면 검색에 검색을 해야하네요. 은행앱 1개, 카드앱1개 이렇게 통합처리 해주세요. 사용자 입장에선 중복 기능이 너무 많고, 실용성 없으며, 용량만 차지하는 처치곤란이예요."
2024-01-06 13:13:28,1,"이거 어떤 씨xx끼가 업적 쌓아보겠다고 통합시켜서 만든거 같은데, 주위에 어르신들이 알림서비스만 해주는 것 만으로도 좋다고 했던걸 굳이 인증서 이동에 비밀번호는 6자리 만들어 달라면서 로그인할 땐 굳이 패턴으로만 들어가야하고, 인증하다가 리셋되는게 부지기수고, 주위 어르신들이 이거 사용하는거 너무 불편해졌다고 예전처럼 안되냐고 계속 뭐라고하심. 그나마 젊은 본인이 주변 어르신분들한테 설명드리면서까지 도와드려야할 정도로 어려워졌음. 농협처럼 노인친화적인것까지는 안 바람, 그냥 알림서비스를 예전처럼 폰 배경화면에 팝업마냥 뜨게끔 해주고 패턴이고 나발이고 그냥 알림기능만 제대로 유지하게끔 수정해줬으면 좋겠음. 쏠뱅크 있는데 굳이 또 입출금 기능이란 인증서 기능까지?? 과유불급임.직업특성상 어르신분들 많이 돕는 곳이라서 핸드폰 쪽으로 많이 도와드리다보니 쌓인 데이터를 토대로 써봤습니다. 각성하세요 개발자분들."
2023-12-19 21:03:49,1,기존에 Sol 설치한 이유는 어플 실행하자마자 바로 거래내역확인 및 잔액을 확인할 수 있는 장점이 있어서 설치하고 이용을 했습니다. 통합 된 이후 한 눈에 본다는 취지는 좋으나 뱅크같이 눌러서 확인 해야하며 예전 sol의 장점이였던 것은 전혀 느끼질 못하고 불편하네요. 그래서 기존 sol모드로 보기 했더니 기존 접속땐 없던 비밀번호 로그인이 생겨 일일히 비번을 쳐서 접속해야합니다. 바로 확인이 가능해서 Sol진짜 잘 썼는데...불편해서 지울래요
2024-01-10 12:13:16,2,"알림설정을 세부적으로 가능하게 해주세요. 결제할때 문자알림 솔알림 두개 오는데 거슬리고 알림음도 입금, 출금 다르게 설정 가능하도록 하면 좋을것 같네요. 이용해주셔서 감사합니다 같은 복붙 답변은 바라지 않습니다."
2023-12-19 10:18:31,2,"아직 부족한 앱같습니다. 급하게 이벤트하고 종합앱으로 하신것 같아요. 다만 기존 사용자들의 혼란을 적당한 이벤트로 적당히 해소하고 앱이 좋다 라고 생각이 들정도의 안전성 편의성 이벤트 모두 부족해보입니다. 빠른 최적화,안전성,참여성을 그리고 통합성을 기대합니다."
2024-05-11 23:24:41,1,슈퍼쏠 가입시 신한은행에 있는 휴대폰번호만 가입가능하다고 써있네요. 신한은행거래 기억이 없어서 만약 있더라도 아주 옛날옛적일텐데 거래가 중단되었음 삭제되거나 최신걸로 통합할건지 물어보는게 맞을듯싶네요. 현재는 신한카드만 쓰는데 은행앱까지 설치 하라는건지.이해안되구요.
2023-12-24 13:30:14,1,설치하고 실행하니 바이러스가 확인되었다고 하며 앱 실행이 안되네요. 혹시나 해서 바이러스 검사해보니 특별한 건 나오지 않고요. 적어도 어떤 바이러스나 악성앱인지 정도는 알려주면 속 시끄러워질 일은 없을텐데요. 신한이 주 사용 카드라 당연히 신한슈퍼솔도 사용할 예정이었는데 좀 고민이 되네요.
2024-01-27 15:02:04,1,광고로는 통합했다고 하면서 막상 몇몇 기능들은 목록에만 있고 실행하려면 기존앱이 없으면 못 함. 예를 들어 내 명의 계좌인데 예금주명이 다르다면서 안 되지만 기존앱에서 시행하면 정상적으로 됨. 슈퍼쏠에서만 안 됨.
2023-12-26 23:50:42,1,증권.... 그러니까 주식파트 간소화한다고 한 것 같은데 오히려 불편합니다. 차트 호가 내 계좌 확인하는데 왔다갔다 불편합니다. 심지어 왔다갔다 거리는데 빠른것도 아니고 버벅거립니다 그리고 차트를 간소화 해버리면 어찌합니까... 이전 버전으로 사용하는 기능은 따로 없나요? ui 깔끔하게 하려는 마음은 알겠는데... 주식 안하시는 분들이 대충 만든 것 같네요 왜 점점 더 안좋아지는 것 같지.... 최악입니다
