date,score,content
2022-10-21 13:52:15,1,"v11.0.2 이후에 ""쏠 시작하기"" 화면이 계속 뜨네요. 정작 ""쏠 시작하기""를 누르면 앱이 크래시되어버립니다. 버튼 위에 있는 ""새로운 기능을 먼저 확인해볼께요""를 눌러 홈으로 이동하고 있네요.. One UI에서 캐시 삭제를 권장하였고, 캐시 삭제를 해도 그대로인 상황입니다. 계속 크래시가 나니 개발자가 버그를 수정한 버전을 올리면 업데이트해보라는 창이 뜨네요^^;;"
2024-06-10 00:38:19,5,우선 UI부분에서 사용하게 편리해 졌습니다. 주로 사용하는 메뉴들도 보기좋게 배치되어 있어서 편리해요. 급할때 메뉴 착기 힘든 은행 어플들도 많거든요 ㅠ 사용자의 시선에서 잘 만들어진 어플인 것 같아요. 휴대폰 잘 못하기는 저희 부모님도 금새 적응하셨습니다
2022-10-24 22:46:27,1,"1. 초기화면에서 구버전처럼 조회-이체 누름단추 표시가 나왔으면 좋겠네요. 2. 내역 조회화면에서 각각의 항목마다 잔액표시가 아예 안되던데요, 구버전처럼 선택옵션이 있으면 좋겠습니다. 3. 내역 조회 화면에서 정보 팝업 안나오게 해주세요. 조회때마다 눌러서 없애는 것도 일이네요. 어느 순간 제멋대로 앱데이트 되더니 사용이 붎편해 졌습니다. 제 평점은 1점입니다. 구버전은 아주 만족하면서 사용했습니다."
2019-01-29 07:15:47,1,"1/28일부터 ""무선통신(wi-fi포함) 망의 일시적 문제 또는 V3가 만료되어 접속이 원활하지 않습니다. 확인 후 다시 접속하여 주시기 바랍니다. (103)이란 메세지가 계속뜨며 앱이 실행되지 않습니다. (에러메세지 뒷편에서는 앱에 동심원이 계속 돌고 있습니다. ) 참고로 제 폰은 노트 9입니다. 확인하시고 앱 수정 해 주세요 이틀동안 사용을 못하면 앱의 효용가치가 없지요.."
2019-12-25 03:53:48,1,"갤럭시s10 시리즈 쓰시는 분들은 쓰지마세요. 단말기에서 지문 변경하면 이 앱 SOL에서는 지문인증 다시 쓰기 정말 어렵고 힘듭니다. (보호필름 바꾸느라 지문 다시 등록했는데 그 후로 SOL 못쓰고 있습니다.) 지문변경 -> SOL에서 지문 인증 시도 -> 재등록 안내 -> 절차대로 진행(OTP필요) -> 정상 완료 -> 지문 인증 시도 -> 재등록 안내 -> 반복.. 결국 앱을 지우고 재설치하고 또 위에서 했던거 새로 다 해야 겨우 사용 가능합니다만, 지문정보 바꾸거나 인증서 갱신하면 또 똑같습니다. 게다가 이체 마지막 단계 바이오인증에 와서야 지문 재등록이 필요하다고 다시 처음부터 해야만합니다. 사람 놀리는 것 같아 최악입니다. 오류없이 쉽게 쉽게 등록/인증되는 타은행앱들과 너무 비교되서 SOL은 정말 못 쓰겠어요. 몇 분간 절차에 맞게 다 해도 오류라니.. 시간 아깝습니다. 요즘은 다른 은행앱에서도 타은행 조회&이체가 되서 다른 은행앱으로 신한계좌 잘 사용하고 있습니다."
2022-10-26 05:28:04,1,"굳이 리뷰 쓰는 걸 싫어하는 사람인데 개선이 시급한 것 같아 써봅니다. 앱 접속시 오류로 기본적인 홈화면도 안 뜨는 경우가 있고, 어떤 메뉴를 선택했을 때도 실행속도가 너무 느립니다. 신한 쏠 앱은 하루에도 몇 번을 접속하는데 이런 식으로 답답한 경우는 처음이네요. 앱 출시 전에 테스트 없이 한 것인지 의심스러울 정도로 앱이 불안정합니다. 일일단위 알림인 카드승인 내역에 따른 포인트 지급 확인시 오류로 접속 불가. 예적금상품에 대해 오픈뱅킹 활용한 타행 이체시 오류로 반복 인증 실시 등. 여전히 고칠 점이 너무 많습니다."
2019-03-14 02:05:48,2,무선통신망의 일시적인 문제 또는 v3가 만료되어 앱 실행이 안된다고 나오네요. 쏠 때문애 매번 기기 재부팅할수도 없고 불편함이 큽니다. 이 상황이 일주일 정도 된거같네요. s9+ 기종입니다. 생각보다 많이 불편합니다. 빠른시일내에 해결안되면 많은분들이 주거래은행 옮기실 수 있을 것 같아요. 이미 같은 문제를 겪고 있는 분들이 많으시네요
2020-06-26 05:57:15,5,"불편합니다. 수정하여 주세요. 신한은행 쏠SOL 잘 사용하고 있는 사용자입니다. 업데이트를 하는 것은 좋은데, 메뉴 개편이 너무 심하네요. 평소 잘 쓰고 있던 메뉴가 예고없이 변경되거나 사라지니 당황 스럽습니다. 대표적인 예가 신한플러스입니다. 이번 개편 후에는 찾을 수도 없습니다. 신한플러스를 통해 해외주식소숫점투자를 하고 있는데 이제 어디서 찾아야할지 막막합니다. 메뉴개편은 예고라도 하면 안될까요?"
2022-10-24 17:56:45,2,"9년 전, 신검이후로 주거래 은행으로 매우 편하게 거래했습니다. 그러나 최근에 새로운 쏠로 업데이트 후, 쏠 시작하기 화면이 나와서 클릭하면 계속해서 어플이 자동 종료되네요. 업데이트 한거 매우 후회합니다ㅠㅠ 조치 취하실 예정인가요?ㅠ. 9년만에 주거래 은행 옮기고 싶은 맘이 꽤나 듭니다!"
2021-01-25 22:48:15,1,ESET 모바일백신프로그램(유료)에서 신한 쏠 해당어플에 Android/TrojanDropper.Agent.GBX가 감지되었다고 치료도 안되며 어플제거뿐이 안되네요..다른 무료백신은 감지가 안되더군요. 다른 공기계서도 다운받았더니 같은증상인걸로 보아선 기기 감염문제가 아닌 플레이스토어 어플자체가 문제가 있는것 같습니다. 경로는 /data/app/com.shinhan.sbanking-1/base.apk입니다. 뱅킹은 물론 인증서갱신기한도 이달 말일인데 여러가지로 불편하네요. 조치바랍니다.
2023-07-30 03:14:18,4,어플이 너무 자주 튕깁니다. 아예 최초 실행시 접속이 안되고 무한 튕김 됩니다. 들어가서 로그인 하고 계좌 항목 누를때도 간혹 튕겨요. 캐시 삭제하고 들어가도 나중에 다시 튕깁니다. 튕김 현상 때문에 입출금 알림도 안와요. 제가 확인해 본 바 android system webview와 관련 깊어 보여요. 업데이트 제거하고 최초 버전으로 해놓으면 아주 잘 됩니다. 근데 시스템적으로 버전이 너무 낮으면 자동 업데이트 돼서 의미 없지만... webview 설치된 최신 버전이 114.0.5736.196 입니다. 버전은 안드로이드 12입니다. 참고하여 주시길 바랍니다.
2022-10-24 07:43:04,1,쏠 시작이되지않고 꺼져 버려요. 어떠한 기능도 사용할수없는 상태입니다. 쏠 시작하기 하면 신한쏠(SOL)앱에 버그가있어 앱을 종료하였습니다. 개발자가 오류 수정본을를 제공하면 앱을 업데이트해보세요. 이와같이 화면이 뜨고 확인하면 없어집니다. 그리고 새로운기능을 먼저확인해보께요. 해서 들어가서 홈을 누르면 정상화면으로 들어가게됩니다 수정이나 정상적으로 할수있도록 조치바랍니다.
2022-10-24 08:57:35,1,"직관적인 디자인은 차치하더라도 앱이 불안정한 경우가 너무 많아서 마이데이터든 송금이든 무슨 서비스를 편안하게 이용할 수가 없습니다. 요즘 마이데이터 지원하는 은행 앱들 깔끔한 디자인은 기본에 빠르고 항상 안정적이라서 편하게 쓰는데, 신한이 주거래은행임에도 마이데이터나 기타 통합 서비스를 이용하지 않는 가장 큰 이유가 불안정해서 입니다. 앱에서 무슨 이벤트 한다고 해서 송금이나 계좌 조회 기능까지 먹통되고 접속이 안되는 경우를 수도 없이 봤는데 어떻게 믿고 씁니까? 디자인이나 카테고리 구성 면에서도 할 말은 많지만 인터넷전문은행도 아니니 이 점은 감수할 수 있습니다. 그런데 앱이 불안정하고 연결 지연되고 화면 오류도 잦고 버벅대면서 속도도 느린 건 도저히 이해할 수가 없네요. 이 부분은 솔직히 오래된 고질적인 문제인데 확실한 해결책을 찾으시는 것이 좋을 듯 합니다."
2022-10-23 01:37:23,1,선택도 안했는데 자동 업데이트 해버리더니 아예 들어가지지가 않네요. 첫화면 쏠시작하기부터 안들어가져요. 돌아서 들어가도 자꾸 에러나서 너무 불편하고 짜증나요. 캐시 삭제하래서 해봐도 삭제가 된건지 안된건지 안내문구도 안나오고 계속 사용이 아예 안됩니다. 이럴거면 왜 업데이트 하신건지...
2022-10-25 14:53:13,2,리뉴얼소개 페이지가 계속 떠서 시작하기 누르면 꺼지는 등 로그인하기가 번거롭네요. 홈 화면 상단은 앱의 주요한 공간인데도 금융정보가 아닌 부수적인 정보로 낭비되고 있는것으로 보입니다. 무엇보다도 로그인이나 화면뜨는 속도가 너무 느립니다. 성능이나 기능면에서 어서 개선되어 이전 앱만큼 사용이 정상화되었으면 좋겠습니다.
2019-01-31 10:19:04,1,"타기관 공인인증서 등록 하려고 하는데 생년월일이랑 출금 비밀번호만 입력하면 로딩만 되고 '고객님 거래가 중단되었습니다.무선통신(Wi-Fi 포함) 망의 일시적인 문제일 수 있습니다.' 계속 이런 창만 뜨면서 다음 화면으로 안 넘어가네요!! 와이파이,데이터 바꿔봤지만 소용없구요. 리뷰에 V3삭제후 재설치 하라는 답변있길래 재설치 했는데도 그대로에요. 공인인증서 만료되서 타행 공인인증서 등록후 이체해야 하는데 계속 저런창만 뜨니까 이체를 못하겠네요!! 결국 pc로 했네요"
2018-12-31 04:49:22,3,잘사용하고있었는데 갑자기 인돼네요 앱 실행시키면 로딩만 계속 돌다가 네트워크오류로 데이터수신 못했다고 하면서 실행안됨 lte로 데이터 잘 사용하고 다른어플실행 잘됨 인터넷 잘됨 데이터 송수신엔 문제가 없습니다 갑자기 왜이런거죠? 업뎃이 있나하고 들어와 봤더니 업뎃도 없고... 하아... 난감하네요. 노트9 사용자입니다
2023-03-02 08:43:07,1,"업데이트 버전이 시각적인 부분을 강조해서인지 버튼도 큼직하게 구성한것 까지는 좋으나...가장 기본적인 PC용 버전과 호환이 안 되는것 같네요. [자주쓰는 입금계좌]를 모바일에서는 [친구/그룹]이라 지정한것 같고...최초에는 자주쓰는 입금계좌의 내용을 불러온것 같으나...그 이후부터는 따로국밥임...다시 불러오기든 뭔가 기능을 추가해야지...PC에서 열심히 수정해놓고, 추가해 놓았는데...모바일에서는 어떠한 반응도 없이 이원화되어 따로따로임;;;원래 이런글 안 쓰는데, 너무 불편해서 올립니다. 해당 기능이 있는데 내가 못 찾는거면 그것또한 문제임;;;안내를 제대로 안 하는 상당히 불친절한 프로그램임;;"
2022-10-31 09:28:03,2,"신한은행 주고객으로서 개선이시급합니다. 일단 첫번째 이체하기에서 최근보낸사람내역에 날짜 시간이 업데이트후 안나옵니다.언제보냈는지 전에는 확인가능했는데 안나와서 불편ㅡㅡ 두번째 이체후 카톡 공유하기에서 기존처럼 기본으로 보낼수있게 해주세요. ""회비가 도착했어요""가 기본설정되어있는게 불편합니다.""감사합니다. 고맙습니다. 화이팅"" 이런문구 설정하는게 불편하고 문구선택하고 바꼇는지 다시스크롤올려서 확인해야하는 불편 그리고 공유하는사람에게 한번에 금액이 확인안되고 클릭해서 한번더 확인해야하는 불편. 굳이 카톡 클릭안해도 한번에 확인해야하는데 또클릭해서 확인하는게 너무불편합니다. 그리고 공유문구픽셀이 깨집니다. 이전버전이 훨씬편했는데 왜그러실까요? 개선조치부탁합니다. 시급합니다ㅠㅠ"
2020-12-01 02:50:29,1,생전 처음 남기는 앱에 대한 평가가 실망일줄 몰랐습니다. 지난달까지만해도 잘 쓰던 스피드이체기능이 사라졌네요. 이체관리 들어가도 한번에 여러개 보낼수 없는거 같고... 진짜 사용하기 싫게 변했습니다. 다음달에는 반드시 바뀌어 있었으면 합니다. 그리고 스피드이체 아니더라도 이체기능 자체가 너무 이상해졌어요. 이전것이 훨씬 편합니다.
2022-10-23 14:15:58,1,업뎃 이후로 로그인이 너무 안돼요..자동로그인은 설정을해놔도 왜 풀려있는건지 하루에도 몇번씩 로그인하게되고 어쩔때는 로그인 후 문자인증까지 했는데도 은행화면으로 넘어가면 로그인 안되어있는걸로나와서 앱 종료시키고 다시 접속해서 또 로그인해야해요ㅋㅋ..업데이트하는거 좋은데..이런 기본적인 기능은 보완해야하는거 아닌가요?? 인증서로 로그인하는건데 계속 로그인이 안되거나 자동로그인이 풀리거나하니 진짜 어느분말씀따라 보이스피싱 조직이 전화처럼 앱도 중간에 가로채나 싶을 정도입니다
2022-10-24 14:24:49,1,"업데이트 이후 출금 오류가 발생합니다. 내 돈도 맘대로 못쓰는군요.. 노트20울트라 사용합니다. 갈수록 불편해지네요. 신속한 처리 바랍니다. 추가로 업데이트는 충분한 테스트를 거친 후 해 주시면 좋겠네요. 왜 잘 쓰고 있던 걸 삭제하고 강제로 새 앱을 설치를 한건지 이해가 안되네요. 에러 나시는 분들은 구버전을 다시 설치하시는게 속이 편하실거예요.. 아아 진짜..ㅡ.,ㅡ;;;;;"
2022-10-23 05:56:01,1,신한 쏠 업데이트 후 계좌 이체에 오류가 있습니다. 추가 인증을 진행할 때 SMS 로 인증하기 하면 오류 번호가 뜨면서 진행이 안 되고 ARS로 하면 어플이 자동 종료 됩니다. 개선이 필요해 보입니다. 참고로 (구)신한 쏠을 다시 다운 받아서 해보니 이체가 되었습니다. 가독성도 구 버전이 훨씬 낫습니다.
2020-06-23 02:44:44,1,"갤럭시 S10 사용자입니다. 예전부터 잘 써오던 앱인데, 최근 업데이트 이후에 핸드폰을 먹통으로 만들어 버리는 경우가 자주 발생합니다. 앱 사용 후 다른 앱으로 전환하여 사용하다가 다음날 다시 앱을 열려고 하면 기존에 사용중인 프로세스가 그대로 올라오다가 초기 로딩 화면에서 멈춥니다. 이후에는 백키도 동작이 안되고 핸드폰 전원으로 껐다가 켜면 잠금 해제 화면도 안나오는 현상이 발생합니다. 이 현상은 핸드폰을 재부팅 해야만 해결이 되고 있습니다. 꽤 심각한 현상인데도 이런 현상을 겪으시는 경우가 없는지 궁금하고, 마켓 배포 이전에 테스트 케이스에는 이런 복합 테스트 과정이 생략된 것인지 놓친것인지 궁금하네요. 최대한 빨리 원인 찾으셔서 수정 버전 배포해주셨으면 합니다. 형식적인 답변말고 제 질문에 대한 구체적인 답변을 요청 드립니다. 개발하시는 분들 본인이 사용자라면 이런 상황에서 기분이 어떨지 생각 한번만 해주시고 제 답답함을 해갈할 수 있는 수준의 답변을 해주셨으면 합니다. 답변 기다리겠습니다."
2019-06-10 10:20:05,2,다좋은데 앱 들어가지자마자 문제가... 일시적인 현상으로 네트워크문제로 들어가지가 아예 안들어가져요 그냥 다른건 다 되고 정상적으로 이용하는데 어플 클릭후 들어가면 네트워크 와이파이등 그런 부분으로 인해 접속이 아예 불가피합니다 삭제후 다시 깔려고해도 안되구요 무엇이 문제일까요 상품몰이용해도 그렇구요.
2022-11-24 01:42:53,3,상위에 올라와있는 화면을 없애는 버튼을 찾을수가 없습니다. 단순 이체/ 자동이체 등록 서비스를 이용해야하는데 뒤에 가려진 기본페이지에 접근하기 위해서 상당히 우회해야하네요 속도면 개선에서 매우 좋아했는데 뭔가 버그 고치려하면서 이런 부분 확인이 안되는게 이상합니다. 기본에 충실하면 좋을것 같습니다. 사진을 같이 올리고 싶은데 여기선 안올라가네요 상품 추천 페이지 뒤에 있는 기본페이지 볼수 있게 창끄는 엑스 버튼을 좀 만들어주세요
2023-10-06 06:25:47,3,"10월4일 부터 푸시알림(?)이 이상네요. 며칠 전 앱 업데이를 많이 한 것 같은데 신한도 그때 같이 업데이트 된 건지는 몰라요. 업데이트와 관련이 있나요? 어제(10/4) 실시간으로 안 되다, 몇 시간 지나서 한꺼번에 우루루 알림이 오더니 오늘(10/5)은 깜깜 무소식. 가계부와 연동해서 사용하는데, 엄청 불편하네요. 당연히 절전 예외 앱으로 설정되어 있고, 모든 알람 설정 켜진 상태 추가1: 오늘(3일 째 10월6일 )도 한 건은 되고, 한 건은 안됨 ㅠㅠ 추가2: 개발자 답변 보고 수정합니다. 설정 제대로 되어 있어요, 그리고 되었다 안 되었다 하면 설정 문제가 아니지 않나요? ㅎㅎ"
2021-03-10 02:47:47,4,잘 쓰고 있는데요. 대출 만기 연장 화면에서 인증서 입력 -> 개인 정보 입력 및 확인. 여기에서 다음 누르면 계속 로딩만 돌고 다음 단계로 안 넘어가다가 그냥 로딩이 사라지네요. 다음 단계로 넘어가지 않구요. 이 버그 본지 1년 가까이 된 것 같아서.. 작년에도 결국 상담사 통해서 연장했거든요. 수정되면 좋겠습니다.
2018-11-26 10:11:29,1,나라사랑 카드 계좌 조회하려고 설치했는데 회원가입이 제대로 일단 안되구요. 무슨 개인정보 동의서 같은거 선택하는 화면 다음에 무한 로딩이 되면서 다음화면으로 넘어가질 못합니다. 그런데 서비스 가입 문자는 날라오구요. 가입이 됬나보다하고 다시 들어가봤는데 가입하라는 메세지가 다시 나오네요. 그래서 지웠습니다. 그리고 추가적으로 개인정보 동의서에 필수이 경우말고 선택할 수 있는 경우가 있는데 그런것들 선택적으로 비동의 하게끔 해줘야 하는데 그런 화면도 없더라구요. 나라 사랑 카드에 얼마가 있었는지는 모르겠는데 그냥 안받고 싶네요.  신한플러스? 뭐 이런거 가입됐다고 온 메시지가 있는데 내일 다시 취소하려니 제 시간이 아깝습니다. 혹시 저와 같은 분이 계시다면 참고하세요.
2019-02-28 01:24:43,1,핸드폰으로 앱을 실행할 때마다 재인증을 해야합니다. usim또는 기기변경을 하신경우에는 로그인 수단 재등록후 이용해주시기바랍니다.[SAU callRaonFido] [errorcode:110] 서비스 사용자가 등록한 단말이아닙니다. 저는 유심이나 기기변경을 하지않고 단순하게 어플을 껐다가 킬때마다 재등록 재인증을 해야만 어플을 사용하고 있습니다.
2022-11-01 14:30:19,1,간헐적으로 초기화면에서 정지상태로 로딩되지 않네요.. 업뎃이 안정성도 중요하지만 편리성을 위해서 진행되어야 하는데 왜 편리성을 무시하는 것 같은 업데이트인지..기존에 사용하기 나쁘지 않고 사람들도 익숙해졌을텐데.. 차라리 속도나 빠르게 되도록 연구해주세요..다른 은행어플들에 비해 속도가 넘 느립니다..
2020-12-01 10:00:40,1,헉. 이체 해야 될게 한두개가 아닌데.. 스피드계좌이체로 잘 이용하고 있었는데.. 스피드계좌를 추가로 여러개 보내려고 하는데 추가는 금액 또 입력해야 하고.. 그 상태에서는 스피드계좌는 추가도 안되고.. 이건 뭐 하나씩 하나씩 보내라는 얘긴가요? 너무너무 불편해요..
2022-10-30 21:04:33,1,리뉴얼 되고나서 너무 많이 불편해졌어요.... 사용자 생각안한 UIUX같네요. 송금하기가 엄청 불편해졌어요... 이건 뭐... 다시 옛날 버전으로 되돌려주세요. 메인화면도 너무 복잡하고.. 기획이랑 디자인이랑 너무 다운그래이드됨.. 개발도 마찬가지... 지문로그인을 5회이상 해도 계속 로그인하라고해서 놀랬어요...
2022-10-24 01:27:47,1,업데이트 최악중최악 은행바꿀까생각중입니다. 사업특성상 계좌이체를 굉장히 많이하는편입니다. 우선 위젯기능사라진게 크네요 그동안 홈화면 위젯으로 100만원이하금액은 간단하게 보낼수있어서 좋았는데 왜 위젯기능이 사라졌는지요... 그다음 동시이체할때 가상계좌는 인식을못하는건지 없는계좌라고 몇번오류나서 앱을껏다켜야 인식하는 오류가 몇번생김 이체할때 전에는 별표모양(즐겨찾기) 한번 클릭으로 찾아볼수있었으나 지금은 친구/그룹에서 굳이 '더보기 한번더 눌려서 내려야되는... 생각보다 불편ㅡㅡ 추가이체할때 전에는 첫번째입금할때랑 같은 화면에서 이체되는화면이었는데 지금은 작은화면에서 금액입력하고 확인하면 끝이어서 편하다 생각했으나 통장메모 입력해야하는 부분을 직접 클릭해서 기입해야되는점 무의식적으로 메모못하고 입력했다가 거래처와 오해가 몇번 있었음... 이번 업데이트는 아무리 적응할래도 안되네요ㅡㅡ 좀더 편해지라고 업데이트하던데 이건 뭐 더 불편해져서 은행을 바꿔야하나요ㅡㅡ 제발 개선좀
2019-12-30 03:10:46,1,공인인증서 만료가 다가와 갱신하러 갔습니다. 갱신을 하려고 메뉴 선택해서 들어가서 OPT입력하고 비번까지 설정했는데도 내 인증서는 여전히 만료예정. 두번이나 그렇게 진행했는데도 만료예정이어서 인증서관련 모든 메뉴를 훑어보니 밑에 있떠라구요 인증서 갱신. 설령 메뉴를 잘못해서 인증서를 갱신아닌 재발급한다 해도 이미 발급된 유효한 인증서가 있으니 갱신해랴 라는 메세지를 띄워주는 것이 기술적으로 매우매우불가한 사항인지 궁금합니다. 전체적으로 사용편의성도 없고 메뉴도 헷갈리게 하고 안내도 불친절하고..... 마지못해 씁니다. 회사 대출때문에..
2022-10-25 08:15:15,1,[업데이트후 불편함의 극치를 보여준 앱] 원래 리뷰 작성 안하는데 너무 불편해서 글을 씁니다. 이체시 송금자 및 수신자 칸에 사용자가 임의로 문구 입력하려 하는데 팝업처럼 이체 버튼이 앞에 떡하니 가리고 있어서 직관적으로 입력헐 수 없음. 추가 이체 등 이체 버튼을 누르고 전 화면으로 돌아가야만 입력 칸이 보임. 화면이 큰 폰 사용허는데도 이러면 다른 기종은 불편해서 아떻게 사용할지.... 앱 릴리즈 전에 검수 좀 하길 바랍니다.
2019-01-16 14:11:59,1,며칠전 업데이트를 한 후론 로그아웃만 누르면 화면이 꼼짝을 안한체 요지부동입니다. 결국 로그아웃도 안됩니다. 쏠아이콘 클릭해도 화면이 나오는 시간이 늦어졌구요. 한마디로 쏠 사용하려면 속이 답답하여.업데이트 했던걸 후회합니다. 휴대폰 재부팅한후 앱 삭제후 재설치를 해봐도 결과는 똑같습니다. 해결책 없나요??
2023-10-23 12:29:01,1,"UI 부터 쓰레깁니다. 입력창에 확인 버튼 여러 개 나오는데 개발이든 검수든 사용 안해본거 같네요. 설마 커스터머 요청사항이면 , 답이 없는거니 얼른 탈출하세요. 스마트폰 사용 수 년만에 후기를 처음 남길정도로 분노 지수를 올려주는 앱이네요. 남들 후기도 보니 답이 없는 듯. 별 1개도 아깝습니다. 가능하면 다른 은행 이용하고 싶은데 어쩔 수 없어서 사용합니다."
2023-01-25 14:26:23,4,"구 쏠버전이 오래사용해서 편했었지만, 신버전도 익숙해지니 괜찮습니다. 봇으로 필요한것들을 찾기도 편리하구요. 다만, 위젯기능이 아예 삭제되어 출시되었는데 이 부분의 개발을 부탁드립니다. 보통 ""이체"" 를 빠르게 하거나 ""잔액조회"" 메뉴로 빠르게 들어가기위하여 위젯으로 잘 사용하고있었는데, 매번 메뉴에서 어플을 찾아야한다는점이 번거롭고 불편합니다. 해당 기능의 위젯의 개발이 이루어진다면 5점 만점을 드릴수 있을 것 같습니다. 감사합니다."
